"(229.33333333333334, 204.0, 210.66666666666666)","(203.16666666666666, 127.83333333333333, 149.0)"
"(208.0, 179.0, 176.0)","(202.66666666666666, 117.16666666666667, 143.33333333333334)"
"(234.33333333333334, 205.33333333333334, 209.33333333333334)","(211.16666666666666, 128.66666666666666, 146.33333333333334)"
"(205.33333333333334, 167.0, 162.66666666666666)","(196.83333333333334, 127.16666666666667, 144.33333333333334)"
"(237.33333333333334, 221.0, 212.0)","(238.83333333333334, 161.0, 160.33333333333334)"
"(192.0, 126.33333333333333, 102.0)","(179.16666666666666, 87.66666666666667, 77.5)"
"(221.0, 194.33333333333334, 190.66666666666666)","(203.66666666666666, 127.0, 141.5)"
"(236.0, 208.33333333333334, 197.0)","(226.33333333333334, 135.0, 135.16666666666666)"
"(238.33333333333334, 214.33333333333334, 204.33333333333334)","(232.66666666666666, 141.16666666666666, 153.33333333333334)"
"(233.66666666666666, 197.0, 185.0)","(213.66666666666666, 103.33333333333333, 124.66666666666667)"
"(241.66666666666666, 220.0, 230.66666666666666)","(224.33333333333334, 176.33333333333334, 214.5)"
"(252.33333333333334, 233.0, 234.0)","(228.66666666666666, 170.0, 180.16666666666666)"
"(243.33333333333334, 220.33333333333334, 213.0)","(220.33333333333334, 130.66666666666666, 144.83333333333334)"
"(201.0, 150.0, 123.66666666666667)","(188.16666666666666, 116.5, 117.66666666666667)"
"(218.0, 203.33333333333334, 194.66666666666666)","(185.83333333333334, 117.0, 133.33333333333334)"
"(170.66666666666666, 122.33333333333333, 94.66666666666667)","(161.83333333333334, 97.0, 87.33333333333333)"
"(230.33333333333334, 212.0, 210.33333333333334)","(193.5, 121.5, 130.5)"
"(169.66666666666666, 114.0, 94.66666666666667)","(109.33333333333333, 31.5, 22.666666666666668)"
"(213.0, 173.0, 151.33333333333334)","(225.0, 186.66666666666666, 160.0)"
"(208.66666666666666, 165.33333333333334, 133.0)","(207.33333333333334, 120.0, 128.66666666666666)"
"(198.33333333333334, 162.0, 136.66666666666666)","(190.16666666666666, 136.5, 113.83333333333333)"
"(217.0, 180.66666666666666, 158.33333333333334)","(218.66666666666666, 144.5, 143.66666666666666)"
"(208.0, 169.0, 162.0)","(210.33333333333334, 151.66666666666666, 151.83333333333334)"
"(200.66666666666666, 177.66666666666666, 176.0)","(183.33333333333334, 105.33333333333333, 150.83333333333334)"
"(229.0, 207.0, 177.33333333333334)","(203.5, 138.83333333333334, 135.5)"
"(225.66666666666666, 188.66666666666666, 170.33333333333334)","(205.66666666666666, 131.66666666666666, 127.0)"
"(224.0, 185.33333333333334, 129.33333333333334)","(223.33333333333334, 129.0, 112.5)"
"(242.66666666666666, 226.66666666666666, 228.0)","(229.83333333333334, 167.16666666666666, 185.16666666666666)"
"(194.0, 160.66666666666666, 148.33333333333334)","(188.0, 120.5, 129.66666666666666)"
"(212.0, 181.33333333333334, 177.0)","(212.66666666666666, 140.83333333333334, 142.83333333333334)"
"(232.66666666666666, 203.66666666666666, 187.33333333333334)","(184.66666666666666, 122.33333333333333, 124.0)"
"(239.66666666666666, 232.33333333333334, 226.66666666666666)","(182.0, 16.666666666666668, 63.333333333333336)"
"(209.33333333333334, 173.66666666666666, 149.66666666666666)","(218.33333333333334, 122.33333333333333, 125.33333333333333)"
"(200.66666666666666, 190.0, 196.33333333333334)","(157.5, 86.83333333333333, 92.16666666666667)"
"(217.0, 169.0, 155.0)","(208.16666666666666, 122.0, 116.5)"
"(203.0, 168.66666666666666, 167.0)","(192.16666666666666, 103.16666666666667, 127.16666666666667)"
"(228.0, 211.33333333333334, 224.0)","(217.66666666666666, 128.16666666666666, 201.0)"
"(221.33333333333334, 155.66666666666666, 126.33333333333333)","(198.5, 104.5, 88.0)"
"(227.33333333333334, 178.33333333333334, 161.66666666666666)","(207.0, 144.16666666666666, 148.33333333333334)"
"(210.0, 185.0, 184.33333333333334)","(194.66666666666666, 134.0, 161.66666666666666)"
"(228.33333333333334, 202.0, 199.0)","(182.16666666666666, 113.16666666666667, 121.66666666666667)"
"(210.0, 179.0, 164.66666666666666)","(203.16666666666666, 136.5, 120.5)"
"(197.66666666666666, 162.33333333333334, 142.66666666666666)","(194.5, 111.33333333333333, 138.33333333333334)"
"(213.66666666666666, 171.33333333333334, 149.0)","(217.66666666666666, 107.5, 109.5)"
"(205.33333333333334, 181.0, 178.66666666666666)","(188.0, 129.5, 138.83333333333334)"
"(180.33333333333334, 125.66666666666667, 102.66666666666667)","(167.33333333333334, 98.0, 87.0)"
"(215.0, 190.66666666666666, 177.0)","(184.33333333333334, 123.0, 130.83333333333334)"
"(248.33333333333334, 215.66666666666666, 192.0)","(247.5, 202.33333333333334, 171.83333333333334)"
"(203.0, 140.0, 93.0)","(195.83333333333334, 104.66666666666667, 78.66666666666667)"
"(202.0, 148.66666666666666, 136.33333333333334)","(246.5, 162.66666666666666, 175.0)"
"(235.0, 187.0, 175.33333333333334)","(230.0, 131.83333333333334, 161.0)"
"(221.0, 195.66666666666666, 184.66666666666666)","(199.16666666666666, 132.33333333333334, 143.5)"
"(228.66666666666666, 182.66666666666666, 173.0)","(231.5, 108.33333333333333, 117.33333333333333)"
"(237.33333333333334, 207.0, 201.0)","(186.33333333333334, 102.0, 125.0)"
"(190.0, 137.0, 105.33333333333333)","(161.83333333333334, 86.5, 83.5)"
"(242.33333333333334, 205.0, 194.0)","(214.0, 129.83333333333334, 132.83333333333334)"
"(234.33333333333334, 170.33333333333334, 158.0)","(214.83333333333334, 121.83333333333333, 119.66666666666667)"
"(219.66666666666666, 196.66666666666666, 186.66666666666666)","(206.83333333333334, 120.5, 137.5)"
"(247.0, 221.33333333333334, 211.66666666666666)","(220.5, 158.0, 165.83333333333334)"
"(228.66666666666666, 191.33333333333334, 171.33333333333334)","(212.5, 124.5, 121.0)"
"(212.66666666666666, 189.33333333333334, 192.33333333333334)","(189.66666666666666, 125.16666666666667, 143.33333333333334)"
"(231.66666666666666, 205.33333333333334, 211.33333333333334)","(195.33333333333334, 114.16666666666667, 133.5)"
"(233.0, 199.0, 182.0)","(218.5, 118.66666666666667, 134.5)"
"(233.33333333333334, 202.0, 181.66666666666666)","(234.66666666666666, 170.0, 163.83333333333334)"
"(219.0, 191.0, 190.0)","(202.5, 118.5, 145.83333333333334)"
"(212.0, 178.66666666666666, 171.33333333333334)","(178.66666666666666, 106.0, 129.0)"
"(223.0, 195.66666666666666, 194.0)","(206.5, 144.83333333333334, 155.5)"
"(217.66666666666666, 189.66666666666666, 180.0)","(206.83333333333334, 137.16666666666666, 138.66666666666666)"
"(227.66666666666666, 192.33333333333334, 189.66666666666666)","(187.0, 122.33333333333333, 132.66666666666666)"
"(189.33333333333334, 128.33333333333334, 108.66666666666667)","(206.33333333333334, 110.5, 114.16666666666667)"
"(215.0, 196.0, 198.66666666666666)","(213.33333333333334, 154.66666666666666, 170.66666666666666)"
"(228.33333333333334, 213.33333333333334, 215.66666666666666)","(197.33333333333334, 139.16666666666666, 172.66666666666666)"
"(209.0, 178.0, 164.33333333333334)","(184.83333333333334, 98.5, 83.66666666666667)"
"(219.66666666666666, 185.33333333333334, 180.33333333333334)","(195.33333333333334, 140.33333333333334, 144.33333333333334)"
"(227.66666666666666, 220.0, 218.0)","(175.33333333333334, 51.0, 73.83333333333333)"
"(207.66666666666666, 157.0, 100.0)","(188.16666666666666, 97.16666666666667, 70.16666666666667)"
"(219.0, 187.0, 184.0)","(205.16666666666666, 119.66666666666667, 128.5)"
"(240.0, 206.0, 190.0)","(229.33333333333334, 131.83333333333334, 173.16666666666666)"
"(239.33333333333334, 230.33333333333334, 223.33333333333334)","(237.66666666666666, 229.16666666666666, 214.33333333333334)"
"(199.33333333333334, 171.66666666666666, 173.0)","(196.66666666666666, 155.16666666666666, 166.66666666666666)"
"(236.0, 208.0, 205.66666666666666)","(209.16666666666666, 106.5, 122.0)"
"(236.0, 218.66666666666666, 219.0)","(231.5, 172.16666666666666, 188.16666666666666)"
"(229.0, 175.33333333333334, 141.0)","(212.16666666666666, 121.0, 123.0)"
"(205.66666666666666, 169.33333333333334, 130.66666666666666)","(177.83333333333334, 104.83333333333333, 89.66666666666667)"
"(115.0, 78.0, 56.333333333333336)","(128.83333333333334, 82.83333333333333, 54.833333333333336)"
"(218.0, 190.66666666666666, 193.33333333333334)","(204.66666666666666, 132.33333333333334, 167.16666666666666)"
"(205.33333333333334, 153.66666666666666, 128.0)","(198.66666666666666, 130.66666666666666, 154.83333333333334)"
"(196.33333333333334, 165.0, 148.0)","(175.66666666666666, 99.0, 99.83333333333333)"
"(223.0, 202.66666666666666, 192.33333333333334)","(189.16666666666666, 114.16666666666667, 105.66666666666667)"
"(224.66666666666666, 216.0, 220.66666666666666)","(203.66666666666666, 148.5, 180.5)"
"(244.33333333333334, 225.66666666666666, 234.0)","(218.16666666666666, 165.5, 195.5)"
"(237.66666666666666, 215.0, 201.66666666666666)","(233.5, 147.16666666666666, 163.5)"
"(239.33333333333334, 194.0, 153.66666666666666)","(190.83333333333334, 92.16666666666667, 79.33333333333333)"
"(238.33333333333334, 220.0, 222.66666666666666)","(231.5, 157.33333333333334, 175.0)"
"(234.33333333333334, 212.66666666666666, 199.33333333333334)","(210.5, 151.5, 156.0)"
"(199.0, 170.33333333333334, 162.0)","(182.33333333333334, 133.66666666666666, 145.33333333333334)"
"(198.33333333333334, 161.0, 150.33333333333334)","(191.66666666666666, 130.83333333333334, 134.16666666666666)"
"(231.0, 175.33333333333334, 147.0)","(220.5, 114.0, 95.66666666666667)"
"(223.33333333333334, 190.66666666666666, 194.33333333333334)","(233.33333333333334, 169.5, 196.16666666666666)"
"(227.66666666666666, 196.0, 192.0)","(206.16666666666666, 124.5, 149.83333333333334)"
"(239.66666666666666, 219.0, 219.33333333333334)","(228.5, 165.33333333333334, 184.16666666666666)"
"(250.33333333333334, 214.0, 202.33333333333334)","(216.16666666666666, 135.33333333333334, 128.5)"
"(223.0, 192.0, 186.0)","(208.5, 123.83333333333333, 127.16666666666667)"
"(218.66666666666666, 192.66666666666666, 188.33333333333334)","(202.16666666666666, 139.16666666666666, 149.33333333333334)"
"(215.33333333333334, 195.0, 190.0)","(207.83333333333334, 152.0, 159.0)"
"(206.33333333333334, 182.33333333333334, 175.66666666666666)","(194.33333333333334, 109.66666666666667, 145.5)"
"(246.0, 217.0, 220.66666666666666)","(216.83333333333334, 142.33333333333334, 156.33333333333334)"
"(217.66666666666666, 170.33333333333334, 159.33333333333334)","(215.33333333333334, 123.5, 149.33333333333334)"
"(232.0, 195.33333333333334, 173.66666666666666)","(216.83333333333334, 140.83333333333334, 138.33333333333334)"
"(233.66666666666666, 191.33333333333334, 194.66666666666666)","(219.0, 86.0, 160.83333333333334)"
"(231.0, 212.0, 202.33333333333334)","(218.66666666666666, 166.16666666666666, 169.33333333333334)"
"(216.66666666666666, 177.33333333333334, 164.0)","(197.0, 122.16666666666667, 115.33333333333333)"
"(83.33333333333333, 52.0, 39.0)","(116.16666666666667, 54.166666666666664, 53.833333333333336)"
"(219.66666666666666, 187.66666666666666, 185.33333333333334)","(217.5, 164.33333333333334, 173.16666666666666)"
"(235.0, 184.33333333333334, 161.0)","(209.16666666666666, 123.83333333333333, 128.66666666666666)"
"(218.66666666666666, 169.33333333333334, 134.66666666666666)","(224.0, 113.5, 125.16666666666667)"
"(236.33333333333334, 216.33333333333334, 223.33333333333334)","(210.66666666666666, 132.16666666666666, 152.0)"
"(228.66666666666666, 188.33333333333334, 161.0)","(197.5, 115.5, 98.83333333333333)"
"(203.33333333333334, 165.66666666666666, 131.33333333333334)","(203.5, 139.0, 136.66666666666666)"
"(234.66666666666666, 214.66666666666666, 204.0)","(212.33333333333334, 117.66666666666667, 125.83333333333333)"
"(231.33333333333334, 201.33333333333334, 199.0)","(205.16666666666666, 129.0, 127.66666666666667)"
"(43.666666666666664, 26.666666666666668, 19.0)","(21.166666666666668, 11.833333333333334, 7.833333333333333)"
"(227.33333333333334, 190.33333333333334, 166.33333333333334)","(194.0, 85.5, 81.5)"
"(236.0, 210.0, 205.33333333333334)","(224.16666666666666, 131.83333333333334, 149.66666666666666)"
"(206.66666666666666, 182.0, 176.0)","(179.83333333333334, 131.66666666666666, 131.5)"
"(209.33333333333334, 188.0, 176.66666666666666)","(199.5, 130.5, 124.16666666666667)"
"(215.66666666666666, 185.0, 180.66666666666666)","(213.33333333333334, 97.16666666666667, 125.83333333333333)"
"(212.33333333333334, 165.0, 136.66666666666666)","(171.83333333333334, 80.66666666666667, 70.66666666666667)"
"(245.33333333333334, 216.33333333333334, 212.33333333333334)","(210.83333333333334, 119.16666666666667, 132.83333333333334)"
"(201.33333333333334, 150.33333333333334, 137.66666666666666)","(169.5, 93.83333333333333, 93.0)"
"(231.33333333333334, 208.66666666666666, 196.0)","(222.66666666666666, 165.66666666666666, 167.83333333333334)"
"(218.66666666666666, 198.33333333333334, 186.0)","(197.16666666666666, 121.66666666666667, 149.0)"
"(233.66666666666666, 214.0, 206.33333333333334)","(238.16666666666666, 143.16666666666666, 160.66666666666666)"
"(217.33333333333334, 185.66666666666666, 163.66666666666666)","(213.5, 125.16666666666667, 150.83333333333334)"
"(218.0, 191.33333333333334, 179.33333333333334)","(190.33333333333334, 103.33333333333333, 88.5)"
"(226.33333333333334, 201.66666666666666, 200.33333333333334)","(226.83333333333334, 173.0, 188.66666666666666)"
"(221.66666666666666, 172.33333333333334, 169.0)","(178.16666666666666, 84.83333333333333, 98.0)"
"(237.0, 216.66666666666666, 220.66666666666666)","(215.5, 148.66666666666666, 173.33333333333334)"
"(225.33333333333334, 195.66666666666666, 180.0)","(226.66666666666666, 198.66666666666666, 181.83333333333334)"
"(190.0, 163.66666666666666, 159.0)","(191.5, 118.5, 144.33333333333334)"
"(229.66666666666666, 171.66666666666666, 155.33333333333334)","(206.5, 117.0, 118.33333333333333)"
"(232.33333333333334, 209.66666666666666, 214.0)","(197.83333333333334, 133.16666666666666, 151.83333333333334)"
"(227.0, 203.66666666666666, 193.0)","(216.66666666666666, 151.5, 166.16666666666666)"
"(253.66666666666666, 224.0, 205.66666666666666)","(232.16666666666666, 154.33333333333334, 162.0)"
"(209.0, 172.0, 154.33333333333334)","(209.0, 120.83333333333333, 138.33333333333334)"
"(203.66666666666666, 152.66666666666666, 135.66666666666666)","(198.0, 126.66666666666667, 125.66666666666667)"
"(222.33333333333334, 188.33333333333334, 188.66666666666666)","(211.5, 148.33333333333334, 181.0)"
"(161.33333333333334, 123.66666666666667, 129.0)","(182.5, 91.0, 79.16666666666667)"
"(177.0, 153.0, 147.0)","(164.16666666666666, 92.83333333333333, 107.5)"
"(212.0, 187.0, 190.0)","(213.5, 131.0, 146.33333333333334)"
"(217.0, 187.66666666666666, 175.0)","(230.0, 165.5, 165.5)"
"(202.0, 147.0, 118.66666666666667)","(177.33333333333334, 105.33333333333333, 106.0)"
"(214.33333333333334, 195.66666666666666, 213.66666666666666)","(205.66666666666666, 121.83333333333333, 186.33333333333334)"
"(237.33333333333334, 220.33333333333334, 223.0)","(217.5, 158.0, 175.33333333333334)"
"(186.33333333333334, 165.33333333333334, 169.33333333333334)","(170.0, 129.66666666666666, 154.66666666666666)"
"(196.0, 158.0, 141.33333333333334)","(190.33333333333334, 34.166666666666664, 32.333333333333336)"
"(214.66666666666666, 155.66666666666666, 131.66666666666666)","(206.0, 130.66666666666666, 139.5)"
"(211.33333333333334, 161.66666666666666, 137.66666666666666)","(144.16666666666666, 59.166666666666664, 72.83333333333333)"
"(226.66666666666666, 218.66666666666666, 207.66666666666666)","(245.66666666666666, 161.66666666666666, 172.5)"
"(196.0, 167.33333333333334, 165.66666666666666)","(193.66666666666666, 119.33333333333333, 133.33333333333334)"
"(184.66666666666666, 159.33333333333334, 155.33333333333334)","(165.33333333333334, 89.16666666666667, 91.16666666666667)"
"(218.66666666666666, 194.33333333333334, 198.0)","(214.83333333333334, 152.16666666666666, 181.66666666666666)"
"(214.0, 174.0, 185.0)","(172.83333333333334, 103.66666666666667, 119.16666666666667)"
"(212.66666666666666, 178.0, 162.66666666666666)","(221.33333333333334, 169.16666666666666, 178.83333333333334)"
"(224.33333333333334, 182.33333333333334, 152.66666666666666)","(208.33333333333334, 123.83333333333333, 123.5)"
"(244.33333333333334, 214.0, 217.66666666666666)","(216.0, 133.0, 148.16666666666666)"
"(217.0, 180.0, 168.0)","(204.0, 107.16666666666667, 94.16666666666667)"
"(241.33333333333334, 216.66666666666666, 211.66666666666666)","(221.83333333333334, 179.16666666666666, 180.16666666666666)"
"(229.0, 211.66666666666666, 204.33333333333334)","(226.0, 171.33333333333334, 185.0)"
"(220.0, 197.33333333333334, 173.66666666666666)","(232.66666666666666, 214.83333333333334, 196.5)"
"(242.0, 195.66666666666666, 157.0)","(231.66666666666666, 150.16666666666666, 130.16666666666666)"
"(227.66666666666666, 204.66666666666666, 196.0)","(205.83333333333334, 119.0, 131.33333333333334)"
"(218.66666666666666, 179.0, 166.33333333333334)","(177.16666666666666, 92.33333333333333, 82.16666666666667)"
"(242.66666666666666, 225.0, 231.66666666666666)","(186.66666666666666, 125.5, 146.83333333333334)"
"(217.33333333333334, 195.0, 193.66666666666666)","(199.83333333333334, 126.16666666666667, 137.0)"
"(206.66666666666666, 185.0, 182.0)","(204.83333333333334, 145.0, 171.5)"
"(205.33333333333334, 171.66666666666666, 165.66666666666666)","(202.33333333333334, 112.5, 141.5)"
"(245.66666666666666, 214.0, 216.33333333333334)","(216.83333333333334, 139.16666666666666, 153.5)"
"(240.33333333333334, 196.66666666666666, 181.33333333333334)","(216.33333333333334, 140.5, 133.33333333333334)"
"(246.66666666666666, 198.0, 172.66666666666666)","(230.83333333333334, 129.83333333333334, 124.5)"
"(193.33333333333334, 137.0, 110.66666666666667)","(173.33333333333334, 78.5, 87.66666666666667)"
"(217.66666666666666, 195.0, 192.0)","(215.83333333333334, 133.33333333333334, 150.0)"
"(226.0, 175.0, 160.66666666666666)","(214.33333333333334, 118.0, 143.16666666666666)"
"(195.33333333333334, 169.0, 159.66666666666666)","(199.33333333333334, 130.33333333333334, 141.16666666666666)"
"(240.0, 220.66666666666666, 216.66666666666666)","(215.33333333333334, 141.16666666666666, 172.16666666666666)"
"(206.66666666666666, 162.33333333333334, 148.66666666666666)","(191.33333333333334, 109.16666666666667, 129.83333333333334)"
"(222.0, 188.66666666666666, 163.0)","(214.33333333333334, 131.83333333333334, 122.5)"
"(215.33333333333334, 179.33333333333334, 174.0)","(198.33333333333334, 129.83333333333334, 146.16666666666666)"
"(228.66666666666666, 203.66666666666666, 208.0)","(188.0, 111.66666666666667, 125.16666666666667)"
"(233.33333333333334, 205.33333333333334, 191.0)","(216.5, 160.0, 152.0)"
"(209.66666666666666, 178.0, 174.66666666666666)","(217.33333333333334, 147.66666666666666, 166.83333333333334)"
"(210.33333333333334, 189.66666666666666, 182.33333333333334)","(203.33333333333334, 157.66666666666666, 174.33333333333334)"
"(253.66666666666666, 230.0, 229.33333333333334)","(240.5, 182.83333333333334, 205.33333333333334)"
"(209.0, 180.0, 173.33333333333334)","(223.5, 145.5, 152.83333333333334)"
"(224.33333333333334, 184.33333333333334, 180.66666666666666)","(201.83333333333334, 129.5, 141.83333333333334)"
"(194.66666666666666, 163.33333333333334, 154.33333333333334)","(185.83333333333334, 127.5, 133.0)"
"(221.33333333333334, 191.0, 182.0)","(206.0, 152.83333333333334, 142.83333333333334)"
"(208.66666666666666, 127.66666666666667, 87.0)","(177.83333333333334, 82.83333333333333, 64.5)"
"(224.0, 177.33333333333334, 149.66666666666666)","(225.0, 157.33333333333334, 144.16666666666666)"
"(229.0, 185.0, 163.0)","(199.16666666666666, 113.83333333333333, 114.83333333333333)"
"(237.0, 215.66666666666666, 218.33333333333334)","(212.5, 136.5, 159.16666666666666)"
"(227.66666666666666, 185.0, 161.66666666666666)","(217.16666666666666, 122.5, 141.33333333333334)"
"(200.33333333333334, 154.33333333333334, 127.0)","(172.83333333333334, 79.83333333333333, 73.5)"
"(231.33333333333334, 214.33333333333334, 215.33333333333334)","(199.66666666666666, 142.0, 153.0)"
"(233.33333333333334, 210.0, 206.66666666666666)","(239.0, 132.0, 138.66666666666666)"
"(228.0, 193.66666666666666, 178.66666666666666)","(223.33333333333334, 148.5, 143.66666666666666)"
"(188.0, 180.0, 183.0)","(179.83333333333334, 91.66666666666667, 144.0)"
"(220.0, 172.33333333333334, 158.33333333333334)","(231.16666666666666, 109.0, 126.0)"
"(239.66666666666666, 202.66666666666666, 173.66666666666666)","(208.66666666666666, 124.0, 164.16666666666666)"
"(220.33333333333334, 204.66666666666666, 213.33333333333334)","(225.16666666666666, 214.16666666666666, 226.5)"
"(216.66666666666666, 169.0, 154.33333333333334)","(207.0, 120.0, 147.5)"
"(244.0, 215.0, 220.33333333333334)","(224.16666666666666, 148.0, 163.16666666666666)"
"(220.33333333333334, 189.0, 176.66666666666666)","(198.0, 134.0, 140.33333333333334)"
"(238.0, 202.0, 181.66666666666666)","(217.16666666666666, 130.66666666666666, 133.83333333333334)"
"(223.0, 192.33333333333334, 180.66666666666666)","(214.5, 145.66666666666666, 144.66666666666666)"
"(231.33333333333334, 200.33333333333334, 181.66666666666666)","(223.33333333333334, 133.16666666666666, 135.83333333333334)"
"(230.33333333333334, 184.33333333333334, 151.0)","(216.83333333333334, 107.33333333333333, 88.66666666666667)"
"(188.66666666666666, 144.33333333333334, 133.66666666666666)","(175.5, 108.16666666666667, 110.0)"
"(227.66666666666666, 201.33333333333334, 188.33333333333334)","(207.0, 153.5, 150.0)"
"(225.33333333333334, 182.33333333333334, 171.33333333333334)","(204.16666666666666, 128.33333333333334, 134.5)"
"(216.0, 182.66666666666666, 166.0)","(196.5, 149.0, 150.5)"
"(247.33333333333334, 196.66666666666666, 172.0)","(231.66666666666666, 156.33333333333334, 144.16666666666666)"
"(179.66666666666666, 137.0, 131.66666666666666)","(118.83333333333333, 27.333333333333332, 41.333333333333336)"
"(233.0, 201.0, 191.33333333333334)","(218.0, 137.16666666666666, 151.0)"
"(237.0, 188.0, 146.0)","(201.5, 107.5, 90.83333333333333)"
"(248.66666666666666, 186.66666666666666, 158.66666666666666)","(234.33333333333334, 94.66666666666667, 75.33333333333333)"
